config,min_size,min_samples,metric,eps,min_df,max_df,Silhouette Score,Topic Coherence,Total Topics
818,50,30,cosine,0.5,3,500,0.06343108,0.562383131831487,6
819,50,30,cosine,0.5,3,600,0.060218688,0.545992941428167,6
820,50,30,cosine,0.5,3,700,0.07088887,0.531116077195711,8
821,50,30,cosine,0.5,4,400,0.066382885,0.571684402447634,8
822,50,30,cosine,0.5,4,700,0.04187793,0.51743029861311,4
823,50,30,cosine,0.5,5,300,0.070693076,0.621052945354326,7
824,50,30,cosine,0.5,5,700,0.074048385,0.541500318518423,7
825,50,30,cosine,0.6,2,300,0.04842473,0.55440768819872,11
826,50,30,cosine,0.6,2,400,0.054081116,0.604357166880375,13
827,50,30,cosine,0.6,2,500,0.05613285,0.581137660782663,13
828,50,30,cosine,0.6,2,600,0.05448445,0.575256192385149,12
829,50,30,cosine,0.6,2,700,0.046631437,0.542405957106356,12
830,50,30,cosine,0.6,3,300,0.047323987,0.564700781751198,12
831,50,30,cosine,0.6,3,400,0.05186977,0.536658807980909,12
832,50,30,cosine,0.6,3,500,0.053591065,0.58131391305239,12
833,50,30,cosine,0.6,3,600,0.044618826,0.557562072732162,11
834,50,30,cosine,0.6,3,700,0.046174075,0.549743712777031,11
835,50,30,cosine,0.6,4,300,0.050852004,0.56522713086954,13
836,50,30,cosine,0.6,4,400,0.055694707,0.554807602447711,13
837,50,30,cosine,0.6,4,500,0.054079067,0.558970870963075,12
838,50,30,cosine,0.6,4,600,0.052251596,0.566892768571535,12
839,50,30,cosine,0.6,4,700,0.045221046,0.529796727777978,12
840,50,30,cosine,0.6,5,300,0.051250324,0.514835067733855,12
841,50,30,cosine,0.6,5,400,0.039284695,0.560930775060596,12
842,50,30,cosine,0.6,5,500,0.05651769,0.524819600572756,13
843,50,30,cosine,0.6,5,600,0.057587404,0.562144238263584,14
844,50,30,cosine,0.6,5,700,0.051530793,0.523428805546841,13
845,50,30,cosine,0.7,2,300,0.058683302,0.580611415965697,13
846,50,30,cosine,0.7,2,400,0.05098563,0.567855808358592,13
847,50,30,cosine,0.7,2,500,0.041705675,0.528855337925904,12
848,50,30,cosine,0.7,2,600,0.05306405,0.55227196077656,13
849,50,30,cosine,0.7,2,700,0.049562957,0.557498479839719,13
850,50,30,cosine,0.7,3,300,0.055243198,0.535687174895128,13
851,50,30,cosine,0.7,3,400,0.0547146,0.545145805901948,12
852,50,30,cosine,0.7,3,500,0.048128434,0.550832932657065,12
853,50,30,cosine,0.7,3,600,0.050830558,0.567263880527171,15
854,50,30,cosine,0.7,3,700,0.053737726,0.530642625139789,13
855,50,30,cosine,0.7,4,300,0.0500775,0.544222585272882,14
856,50,30,cosine,0.7,4,400,0.052563448,0.575658106567903,12
857,50,30,cosine,0.7,4,500,0.044137012,0.558719628306559,11
858,50,30,cosine,0.7,4,600,0.057733033,0.571684443165446,11
859,50,30,cosine,0.7,4,700,0.037464384,0.510010579086725,12
860,50,30,cosine,0.7,5,300,0.053325254,0.511727110742403,13
861,50,30,cosine,0.7,5,400,0.050344422,0.557498815742856,13
862,50,30,cosine,0.7,5,500,0.052981608,0.553698987226229,15
863,50,30,cosine,0.7,5,600,0.046820864,0.552178318518399,13
864,50,30,cosine,0.7,5,700,0.05233726,0.540705636333255,13
